Agence de rattachement,Sexe ,Age,Situation Matrimoniale,Occupation/profession,Nombres de mois de cotisation,Nombres de plans cotisés,Nombre de plans cotisés à terme,Montant de l'épargne cotisé,Nombre de transactions enregistrées,Nombre de crédits demandés,Montant de crédits demandés,Secteur d'activité économique du crédit demandé,Sous Secteur d'activité économique du crédit demandé,Nombres de crédit octroyés,Cotisation au RPC,Cautionnement signé,Revenus du Garant
A318, F ,30.0, Marié ,Commerce,13,13,8,294500,157,1,150000.0, COMMERCE , Informel ,0,1.0, Oui ,100000.0
A350, F ,34.0, Marié ,Commerce,16,23,17,936400,126,3,1100000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,450000.0
A314, F ,27.0, Marié ,Commerce,16,17,10,413000,218,2,500000.0, COMMERCE , Informel ,1,1.0, Non ,450000.0
A350, F ,43.0, Marié ,Commerce,16,23,7,302600,152,1,100000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,150000.0
A300, F ,25.0, Célibataire ,Téléphonie_mobile,16,17,15,508000,41,2,672000.0, COMMERCE , Informel ,1,1.0, Oui ,30000.0
A315, F ,28.0, Marié ,Commerce,16,17,14,445000,230,1,300000.0, COMMERCE , Formel ,1,1.0, Oui ,85000.0
A332, F ,53.0, Veuf ,Commerce,14,17,2,605000,184,1,200000.0, COMMERCE , Informel ,0,1.0, Oui ,50000.0
A251, M ,36.0, Marié ,Commerce,16,16,14,879000,142,2,1500000.0, COMMERCE , Informel ,2,1.0, Non ,50000.0
A315, F ,29.0, Marié ,Commerce,16,17,16,520000,227,2,600000.0, COMMERCE , Formel ,0,1.0, Oui ,30000.0
A351, M ,51.0, Célibataire ,Restauration,16,18,16,1248500,257,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A320, F ,48.0, Marié ,Commerce,16,16,15,475000,87,2,500000.0, COMMERCE , Informel ,2,1.0, Oui ,150000.0
A260, M ,26.0, Marié ,Commerce,16,16,10,1494000,108,1,500000.0, COMMERCE , Informel ,1,1.0, Non ,150000.0
A238, F ,21.0, Célibataire ,Commerce,16,26,26,1251800,462,2,700000.0, COMMERCE , Informel ,2,1.0, Oui ,80000.0
A346, F ,36.0, Célibataire ,Commerce,12,12,7,666000,36,2,1300000.0, COMMERCE , Informel ,1,1.0, Non ,70000.0
A311, F ,40.0, Marié ,Commerce,13,14,7,855000,43,1,500000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,110000.0
A335, F ,33.0, Marié ,Commerce,15,16,6,497000,126,2,800000.0, COMMERCE , Formel ,2,1.0, Oui ,100000.0
A335, M ,33.0, Célibataire ,Commerce,15,15,9,1015000,211,1,400000.0, COMMERCE , Informel ,1,1.0, Oui ,0.0
A351, F ,23.0, Marié ,Commerce,16,18,14,581000,92,1,260000.0, COMMERCE , Informel ,1,1.0, Oui ,40000.0
A301, F ,24.0, Marié ,Commerce,8,8,5,178500,18,1,136000.0, COMMERCE , Formel ,1,1.0, Oui ,120000.0
A325, F ,39.0, Marié ,Commerce,17,17,8,866000,264,2,1000000.0, COMMERCE , Formel ,0,1.0, Non ,50000.0
A284, M ,25.0, Célibataire ,Tech_reparation,13,13,0,356000,105,2,1000000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,0.0
A284, F ,29.0, Marié ,Commerce,17,17,5,777000,220,1,500000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,110000.0
A341, F ,32.0, Marié ,Commerce,11,11,6,81900,78,1,80000.0, COMMERCE , Informel ,0,1.0, Oui ,50000.0
A351, M ,32.0, Marié ,Commerce,17,17,16,1292000,280,3,1260000.0, COMMERCE , Informel ,2,1.0, Oui ,70000.0
A297, M ,43.0, Marié ,Commerce,17,18,3,638000,272,1,500000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,150000.0
A297, F ,25.0, Inconnue ,Commerce,16,18,16,584300,203,1,400000.0, COMMERCE , Formel ,0,1.0, Oui ,450000.0
A353, M ,42.0, Marié ,Commerce,17,19,5,342000,260,1,200000.0, COMMERCE , Informel ,1,1.0, Oui ,0.0
A284, M ,47.0, Marié ,Commerce,13,14,6,267000,79,1,260000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,0.0
A267, F ,36.0, Marié ,Commerce,17,26,17,909400,344,3,1300000.0, COMMERCE , Informel ,0,1.0, Non ,0.0
A260, F ,34.0, Marié ,Commerce,15,18,8,489400,65,1,250000.0, COMMERCE , Informel ,1,1.0, Non ,0.0
A251, F ,26.0, Marié ,Commerce,17,17,7,250000,281,1,150000.0, COMMERCE , Informel ,1,1.0, Non ,0.0
A303, F ,37.0, Marié ,Restauration,17,17,8,1579000,217,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,80000.0
A300, F ,51.0, Marié ,Commerce,16,17,14,739000,75,3,908000.0, COMMERCE , Informel ,2,1.0, Non ,80000.0
A284, M ,35.0, Marié ,Commerce,13,13,12,1930000,51,1,1000000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,0.0
A320, M ,33.0, Marié ,Tech_reparation,17,17,9,389500,198,2,500000.0, COMMERCE , Informel ,2,1.0, Oui ,100000.0
A300, M ,42.0, Marié ,Commerce,15,15,8,962000,152,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,60000.0
A251, F ,38.0, Marié ,Commerce,17,17,17,277000,169,1,100000.0, COMMERCE , Informel ,1,1.0, Non ,60000.0
A300, M ,29.0, Marié ,Commerce,17,19,17,2043000,300,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,150000.0
A350, F ,33.0, Marié ,Commerce,14,14,0,113000,57,1,100000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,50000.0
A338, M ,45.0, Marié ,Artisan,17,23,12,321000,88,1,200000.0, COMMERCE , Informel ,1,1.0, Oui ,0.0
A301, F ,30.0, Marié ,Commerce,7,8,3,142000,45,1,136000.0, COMMERCE , Formel ,0,1.0, Oui ,190000.0
A351, M ,29.0, Marié ,Administration,17,44,34,1639500,227,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A350, M ,28.0, Marié ,Commerce,14,17,15,481000,24,2,600000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,600000.0
A332, F ,27.0, Marié ,Commerce,5,5,5,300000,78,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,140000.0
A270, F ,40.0, Marié ,Commerce,14,15,0,731000,104,2,1300000.0, COMMERCE , Informel ,0,1.0, Non ,50000.0
A270, M ,46.0, Marié ,Commerce,17,17,15,1311000,177,2,1600000.0, CONSTRUCTION , Informel ,0,1.0, Non ,50000.0
A284, M ,27.0, Inconnue ,Commerce,13,13,7,441500,159,1,260000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,0.0
A318, F ,33.0, Marié ,Commerce,15,17,8,441000,99,1,300000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A319, F ,22.0, Marié ,Commerce,16,16,5,347000,162,1,300000.0, COMMERCE , Formel ,0,1.0, Oui ,70000.0
A344, F ,43.0, Marié ,Commerce,17,46,34,1685100,577,1,400000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,300000.0
A318, M ,24.0, Célibataire ,Commerce,14,15,8,180000,122,1,100000.0, COMMERCE , Informel ,1,1.0, Oui ,70000.0
A350, M ,52.0, Marié ,Restauration,16,16,8,674000,69,1,500000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,40000.0
A308, F ,35.0, Marié ,Commerce,17,19,14,782200,95,1,300000.0, COMMERCE , Formel ,0,1.0, Oui ,120000.0
A350, M ,49.0, Marié ,Commerce,17,39,37,4480000,224,3,3000000.0, COMMERCE , Informel ,2,0.9219478098788444, Oui ,500000.0
A260, F ,21.0, Célibataire ,Restauration,12,13,4,116500,77,1,110000.0, COMMERCE , Informel ,0,1.0, Non ,500000.0
A247, F ,33.0, Marié ,Commerce,13,14,4,604000,25,1,400000.0, COMMERCE , Informel ,0,1.0, Oui ,120000.0
A260, F ,39.0, Marié ,Commerce,8,8,6,373300,31,1,500000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,120000.0
A320, F ,52.0, Marié ,Commerce,15,15,9,690500,119,1,250000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,200000.0
A303, M ,25.0, Marié ,Commerce,15,15,13,476000,46,1,272000.0, COMMERCE , Informel ,1,1.0, Oui ,60000.0
A311, F ,33.0, Marié ,Commerce,16,16,10,1017000,60,1,500000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,1600000.0
A247, M ,26.0, Marié ,Transport,17,21,11,1660000,177,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,400000.0
A260, F ,34.0, Célibataire ,Commerce,10,10,3,846000,66,1,350000.0, COMMERCE , Formel ,1,1.0, Non ,400000.0
A340, M ,29.0, Marié ,Commerce,17,19,18,1559000,258,1,500000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,200000.0
A351, F ,34.0, Marié ,Commerce,17,19,14,243000,220,1,150000.0, COMMERCE , Informel ,1,1.0, Oui ,108000.0
A317, F ,31.0, Marié ,Commerce,16,16,6,270500,165,1,200000.0, COMMERCE , Formel ,0,1.0, Oui ,100000.0
A344, F ,53.0, Marié ,Commerce,14,18,6,331000,57,1,250000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,60000.0
A317, M ,30.0, Marié ,Commerce,17,18,9,776500,57,2,1000000.0, COMMERCE , Formel ,0,1.0, Oui ,70000.0
A349, F ,46.0, Marié ,Commerce,16,16,16,527000,145,2,500000.0, COMMERCE , Informel ,2,1.0, Oui ,150000.0
A350, M ,43.0, Marié ,Commerce,14,14,13,806000,162,1,500000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,250000.0
A284, F ,49.0, Marié ,Commerce,17,17,16,1022000,136,1,500000.0, COMMERCE , Formel ,0,0.9219478098788444, Oui ,50000.0
A353, M ,36.0, Marié ,Commerce,17,17,17,1129000,260,3,1500000.0, COMMERCE , Informel ,3,1.0, Oui ,0.0
A284, M ,34.0, Marié ,Commerce,7,7,0,98000,34,1,200000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,0.0
A284, M ,25.0, Marié ,Commerce,13,13,0,344000,157,1,350000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,0.0
A304, M ,40.0, Marié ,Commerce,17,18,14,2828000,200,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,60000.0
A270, F ,30.0, Marié ,Commerce,14,14,5,602000,87,2,1300000.0, COMMERCE , Informel ,0,1.0, Oui ,200000.0
A335, F ,39.0, Marié ,Autres,17,17,5,451000,238,1,400000.0, COMMERCE , Formel ,1,1.0, Oui ,50000.0
A335, F ,60.0, Marié ,Commerce,16,18,11,184700,244,1,150000.0, COMMERCE , Informel ,1,1.0, Oui ,0.0
A320, F ,37.0, Marié ,Commerce,12,14,10,612000,55,1,400000.0, COMMERCE , Informel ,1,1.0, Oui ,280000.0
A260, M ,31.0, Marié ,Téléphonie_mobile,4,4,4,248000,29,1,500000.0, COMMERCE , Formel ,0,1.0, Non ,280000.0
A270, M ,44.0, Marié ,Commerce,17,19,15,1028000,240,2,1200000.0, COMMERCE , Informel ,0,1.0, Oui ,80000.0
A351, M ,31.0, Marié ,Commerce,16,22,12,969000,225,3,1500000.0, COMMERCE , Informel ,1,1.0, Non ,80000.0
A270, F ,41.0, Marié ,Commerce,17,17,7,856500,169,1,300000.0, COMMERCE , Informel ,0,1.0, Oui ,250000.0
A304, M ,21.0, Célibataire ,Commerce,17,19,18,943000,210,2,788000.0, COMMERCE , Informel ,1,1.0, Oui ,50000.0
A344, F ,44.0, Marié ,Commerce,17,26,23,690000,168,2,650000.0, COMMERCE , Informel ,2,1.0, Oui ,40000.0
A344, M ,38.0, Marié ,Administration,17,19,15,1488000,65,2,1000000.0, COMMERCE , Informel ,2,1.0, Oui ,90000.0
A315, M ,61.0, Marié ,Commerce,15,15,6,317000,130,1,300000.0, COMMERCE , Formel ,0,1.0, Oui ,50000.0
A354, M ,30.0, Marié ,Commerce,15,15,3,550000,212,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,400000.0
A304, F ,34.0, Marié ,Commerce,17,18,17,1010000,284,1,500000.0, COMMERCE , Formel ,1,1.0, Oui ,100000.0
A301, F ,30.0, Marié ,Commerce,17,18,16,517000,294,2,386000.0, COMMERCE , Formel ,1,1.0, Oui ,100000.0
A351, M ,33.0, Marié ,Administration,17,18,4,382000,262,1,200000.0, COMMERCE , Formel ,1,1.0, Oui ,90000.0
A300, F ,49.0, Veuf ,Commerce,17,18,16,1608000,239,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,100000.0
A247, F ,39.0, Marié ,Commerce,14,14,3,553000,200,1,400000.0, COMMERCE , Formel ,0,1.0, Oui ,120000.0
A247, M ,28.0, Marié ,Commerce,15,21,21,1025200,242,1,400000.0, COMMERCE , Informel ,0,1.0, Oui ,150000.0
A301, M ,24.0, Célibataire ,Commerce,12,13,10,841000,135,1,272000.0, COMMERCE , Formel ,1,1.0, Oui ,160000.0
A284, F ,49.0, Marié ,Commerce,18,18,18,2212000,37,2,2000000.0, COMMERCE , Informel ,0,0.9219478098788444, Non ,160000.0
A241, M ,42.0, Marié ,Commerce,7,8,7,410000,13,1,270000.0, COMMERCE , Formel ,1,1.0, Oui ,100000.0
A284, F ,27.0, Célibataire ,Commerce,18,18,13,1270000,52,2,1000000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,150000.0
A257, M ,37.0, Marié ,Commerce,13,18,6,1037000,43,1,785000.0, COMMERCE , Informel ,1,1.0, Oui ,70000.0
A270, F ,36.0, Marié ,Commerce,16,16,14,1257000,17,1,600000.0, COMMERCE , Informel ,0,1.0, Non ,70000.0
A324, M ,24.0, Marié ,Commerce,9,9,2,277000,68,1,500000.0, COMMERCE , Formel ,0,1.0, Non ,70000.0
A284, F ,34.0, Marié ,Commerce,9,9,3,180000,62,1,200000.0, COMMERCE , Formel ,0,0.9219478098788444, Oui ,0.0
A267, M ,47.0, Marié ,Commerce,18,20,5,1670000,97,2,2000000.0, COMMERCE , Informel ,0,1.0, Oui ,346000.0
A300, M ,37.0, Marié ,Commerce,15,15,12,1575000,20,2,1000000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A304, M ,28.0, Marié ,Commerce,18,18,13,987000,103,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,70000.0
A317, M ,29.0, Marié ,Commerce,14,19,11,674000,118,1,500000.0, COMMERCE , Formel ,1,1.0, Oui ,200000.0
A335, F ,41.0, Marié ,Restauration,18,20,16,1416000,274,1,500000.0, COMMERCE , Formel ,1,1.0, Oui ,300000.0
A280, M ,38.0, Marié ,Commerce,18,19,3,1768000,178,1,1000000.0, COMMERCE , Informel ,0,0.9219478098788444, Non ,300000.0
A304, F ,35.0, Marié ,Administration,15,17,9,468000,56,1,288000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,60000.0
A244, F ,39.0, Marié ,Commerce,16,36,32,779800,79,2,780000.0, COMMERCE , Informel ,2,1.0, Oui ,100000.0
A270, F ,48.0, Marié ,Commerce,18,20,6,1673000,250,3,2200000.0, COMMERCE , Informel ,0,0.9219478098788444, Non ,100000.0
A349, F ,30.0, Marié ,Commerce,18,20,17,270500,96,2,280000.0, COMMERCE , Formel ,2,1.0, Oui ,150000.0
A344, M ,36.0, Marié ,Autres,18,20,4,193000,233,1,100000.0, COMMERCE , Informel ,1,1.0, Oui ,45000.0
A284, F ,43.0, Marié ,Commerce,14,14,8,170000,135,1,130000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,0.0
A346, F ,36.0, Marié ,Commerce,18,18,4,957000,163,1,500000.0, COMMERCE , Informel ,0,1.0, Non ,0.0
A319, F ,54.0, Marié ,Commerce,17,17,17,519000,156,1,250000.0, COMMERCE , Formel ,0,1.0, Oui ,170000.0
A324, F ,50.0, Divorcé ,Commerce,9,9,0,141000,99,1,250000.0, COMMERCE , Formel ,0,1.0, Oui ,90000.0
A315, F ,38.0, Marié ,Commerce,18,19,7,212500,205,2,270000.0, COMMERCE , Formel ,0,1.0, Oui ,60000.0
A300, M ,30.0, Marié ,Commerce,16,17,12,952000,37,1,500000.0, COMMERCE , Informel ,1,1.0, Non ,60000.0
A251, M ,25.0, Marié ,Commerce,16,16,16,1283000,230,1,500000.0, COMMERCE , Informel ,1,1.0, Non ,60000.0
A317, F ,28.0, Marié ,Commerce,18,19,12,954300,70,3,1600000.0, COMMERCE , Formel ,0,1.0, Oui ,120000.0
A251, F ,42.0, Marié ,Commerce,18,19,16,1312000,312,2,1023000.0, COMMERCE , Informel ,2,1.0, Non ,120000.0
A267, F ,28.0, Marié ,Commerce,18,21,15,792500,42,3,1060000.0, COMMERCE , Informel ,0,1.0, Oui ,80000.0
A284, F ,26.0, Marié ,Commerce,16,17,14,655000,39,1,500000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,300000.0
A308, M ,28.0, Marié ,Commerce,13,14,7,340000,31,1,250000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,100000.0
A318, F ,23.0, Marié ,Commerce,5,6,3,238000,50,2,1000000.0, COMMERCE , Informel ,1,1.0, Non ,100000.0
A270, F ,47.0, Marié ,Commerce,10,11,0,277500,92,1,500000.0, COMMERCE , Informel ,0,0.9219478098788444, Non ,100000.0
A260, F ,30.0, Célibataire ,Commerce,18,20,18,1071800,281,1,500000.0, COMMERCE , Informel ,1,1.0, Non ,100000.0
A317, M ,23.0, Marié ,Commerce,13,16,9,204000,39,1,100000.0, COMMERCE , Formel ,1,1.0, Oui ,50000.0
A260, F ,33.0, Marié ,Commerce,10,12,12,620000,44,1,500000.0, COMMERCE , Informel ,1,1.0, Non ,50000.0
A238, F ,40.0, Marié ,Commerce,18,20,16,1046000,153,1,500000.0, COMMERCE , Informel ,1,0.0, Oui ,300000.0
A241, F ,30.0, Marié ,Commerce,18,18,17,1039000,305,2,600000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,0.0
A354, F ,40.0, Marié ,Commerce,16,18,7,697000,187,1,500000.0, COMMERCE , Formel ,1,1.0, Oui ,0.0
A284, F ,32.0, Marié ,Commerce,14,16,4,353000,210,2,600000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,0.0
A284, M ,25.0, Marié ,Commerce,14,14,14,868000,206,1,1000000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,0.0
A284, M ,37.0, Marié ,Commerce,9,9,7,1314000,89,1,1000000.0, COMMERCE , Informel ,0,0.0, Oui ,0.0
A260, M ,47.0, Marié ,Commerce,10,10,10,596000,64,1,500000.0, COMMERCE , Formel ,1,1.0, Non ,0.0
A351, M ,29.0, Marié ,Commerce,16,27,20,712000,162,1,250000.0, COMMERCE , Formel ,1,1.0, Oui ,80000.0
A284, F ,29.0, Marié ,Commerce,18,19,6,591000,280,2,800000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,300000.0
A284, F ,51.0, Marié ,Commerce,18,18,4,744000,213,1,500000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,75000.0
A315, F ,34.0, Marié ,Commerce,6,6,1,51500,66,1,150000.0, COMMERCE , Informel ,0,1.0, Non ,75000.0
A304, M ,34.0, Marié ,Commerce,10,11,8,647500,33,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,300000.0
A247, M ,25.0, Marié ,Commerce,14,14,4,615000,110,1,500000.0, COMMERCE , Formel ,0,1.0, Oui ,150000.0
A234, M ,28.0, Marié ,Commerce,17,18,0,314000,138,1,120000.0, COMMERCE , Formel ,1,1.0, Oui ,80000.0
A304, F ,39.0, Marié ,Administration,17,17,15,463000,62,1,288000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,250000.0
A267, F ,40.0, Marié ,Commerce,18,18,0,995000,69,2,1000000.0, COMMERCE , Informel ,0,1.0, Non ,250000.0
A284, F ,31.0, Marié ,Couture,18,19,15,565000,210,2,560000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,75000.0
A284, M ,26.0, Marié ,Commerce,14,16,14,883500,39,2,1000000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,0.0
A284, M ,24.0, Marié ,Commerce,17,17,5,903500,130,1,500000.0, COMMERCE , Formel ,0,0.9219478098788444, Oui ,90000.0
A353, M ,30.0, Marié ,Commerce,17,17,3,1989000,183,1,500000.0, COMMERCE , Formel ,1,1.0, Oui ,0.0
A300, F ,28.0, Marié ,Commerce,11,11,5,619000,111,1,500000.0, COMMERCE , Informel ,0,1.0, Non ,0.0
A310, M ,23.0, Célibataire ,Commerce,17,18,8,344000,126,1,300000.0, COMMERCE , Informel ,0,0.9219478098788444, Non ,0.0
A310, F ,22.0, Marié ,Commerce,13,16,10,772000,35,1,700000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,400000.0
A284, F ,25.0, Célibataire ,Commerce,18,19,16,656000,71,2,600000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,105000.0
A284, F ,38.0, Marié ,Commerce,7,7,3,278000,51,1,400000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,700000.0
A241, F ,38.0, Marié ,Commerce,18,18,17,867000,324,2,530000.0, COMMERCE , Informel ,2,1.0, Oui ,50000.0
A284, F ,45.0, Marié ,Commerce,13,14,1,101000,127,2,330000.0, COMMERCE , Informel ,0,0.9219478098788444, Non ,50000.0
A310, F ,37.0, Marié ,Commerce,18,31,17,1278100,201,1,600000.0, COMMERCE , Formel ,1,0.9219478098788444, Oui ,200000.0
A267, M ,41.0, Célibataire ,Commerce,17,18,3,906000,153,1,600000.0, COMMERCE , Informel ,0,1.0, Oui ,80000.0
A301, F ,44.0, Marié ,Commerce,17,18,15,481500,173,2,340000.0, COMMERCE , Formel ,1,1.0, Oui ,80000.0
A260, F ,45.0, Célibataire ,Commerce,17,27,14,745000,370,1,200000.0, COMMERCE , Informel ,1,1.0, Non ,80000.0
A317, F ,30.0, Marié ,Commerce,17,17,7,462000,79,3,760000.0, COMMERCE , Formel ,1,0.9219478098788444, Non ,80000.0
A353, M ,30.0, Marié ,Commerce,17,17,1,499000,176,2,600000.0, COMMERCE , Formel ,1,1.0, Oui ,0.0
A344, F ,22.0, Célibataire ,Commerce,17,33,19,569500,319,1,300000.0, COMMERCE , Informel ,0,1.0, Oui ,100000.0
A305, F ,27.0, Marié ,Commerce,13,13,12,186500,152,1,136000.0, COMMERCE , Informel ,1,0.0, Oui ,40000.0
A244, M ,42.0, Marié ,Commerce,8,9,4,336000,33,1,270000.0, COMMERCE , Informel ,1,1.0, Oui ,300000.0
A345, F ,41.0, Marié ,Commerce,18,38,26,2230000,463,2,1000000.0, COMMERCE , Informel ,1,1.0, Oui ,120000.0
A313, M ,23.0, Marié ,Commerce,9,10,7,631000,46,1,500000.0, COMMERCE , Formel ,0,1.0, Oui ,500000.0
A300, M ,33.0, Marié ,Tech_reparation,9,13,11,847000,34,1,300000.0, COMMERCE , Informel ,0,1.0, Non ,500000.0
A304, F ,36.0, Marié ,Commerce,18,19,7,672500,122,1,400000.0, COMMERCE , Informel ,1,1.0, Oui ,550000.0
A308, F ,30.0, Marié ,Commerce,18,18,12,353400,233,1,75000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,100000.0
A284, F ,54.0, Marié ,Commerce,9,9,4,234000,22,1,200000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,0.0
A284, F ,37.0, Marié ,Commerce,14,15,14,421400,74,1,260000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,0.0
A284, F ,38.0, Marié ,Commerce,10,11,7,148700,117,1,150000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,0.0
A297, F ,44.0, Marié ,Commerce,18,18,16,269000,257,1,100000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,105000.0
A307, M ,29.0, Marié ,Administration,18,21,20,1157500,292,2,772000.0, COMMERCE , Formel ,1,1.0, Oui ,60000.0
A319, M ,34.0, Marié ,Commerce,6,6,3,67000,55,1,100000.0, COMMERCE , Formel ,0,1.0, Oui ,20000.0
A310, M ,27.0, Marié ,Commerce,18,24,14,353000,306,1,400000.0, COMMERCE , Informel ,0,1.0, Oui ,90000.0
A247, M ,30.0, Marié ,Commerce,18,19,14,733500,295,2,750000.88, COMMERCE , Informel ,0,1.0, Oui ,250000.0
A351, F ,42.0, Marié ,Commerce,18,20,5,846500,163,2,750000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A344, M ,52.0, Marié ,Tech_reparation,17,17,14,1300000,45,2,900000.0, COMMERCE , Informel ,2,1.0, Oui ,150000.0
A234, M ,32.0, Marié ,Tech_reparation,18,25,8,905500,210,4,1400000.0, COMMERCE , Informel ,2,1.0, Oui ,95000.0
A260, F ,34.0, Marié ,Commerce,15,17,14,229500,129,1,130000.0, COMMERCE , Informel ,1,1.0, Non ,95000.0
A344, F ,45.0, Marié ,Commerce,17,19,11,270700,183,2,250000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,95000.0
A251, M ,52.0, Marié ,Commerce,16,16,8,857000,129,1,273000.0, COMMERCE , Informel ,1,1.0, Non ,95000.0
A315, F ,53.0, Célibataire ,Commerce,18,18,17,270500,258,2,250000.0, COMMERCE , Formel ,0,1.0, Oui ,200000.0
A310, M ,45.0, Marié ,Commerce,10,11,7,181000,39,2,550000.0, COMMERCE , Formel ,1,0.9219478098788444, Oui ,100000.0
A321, M ,38.0, Marié ,Commerce,16,17,10,2342000,261,3,2000000.0, COMMERCE , Informel ,2,1.0, Non ,500000.0
A345, F ,42.0, Marié ,Commerce,8,9,5,382000,83,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,70000.0
A234, F ,28.0, Marié ,Commerce,8,15,11,378000,42,1,400000.0, COMMERCE , Informel ,1,1.0, Oui ,80000.0
A267, F ,37.0, Marié ,Couture,18,20,9,676500,154,2,800000.0, COMMERCE , Informel ,0,1.0, Oui ,160000.0
A300, F ,44.0, Marié ,Commerce,18,23,22,1529500,402,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A300, F ,50.0, Marié ,Commerce,18,20,18,413500,299,1,13600.0, COMMERCE , Informel ,0,1.0, Non ,150000.0
A349, F ,24.0, Célibataire ,Commerce,14,15,12,165900,35,1,150000.0, COMMERCE , Formel ,1,1.0, Oui ,100000.0
A238, F ,34.0, Marié ,Commerce,18,19,15,678000,273,3,1000000.0, COMMERCE , Formel ,2,1.0, Oui ,150000.0
A234, F ,58.0, Marié ,Commerce,18,18,18,536000,297,1,200000.0, COMMERCE , Informel ,1,1.0, Oui ,0.0
A348, F ,46.0, Marié ,Commerce,18,18,11,835000,285,2,800000.0, COMMERCE , Informel ,2,1.0, Oui ,250000.0
A270, M ,43.0, Marié ,Autres,4,4,3,81500,44,1,250000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,0.0
A267, F ,41.0, Marié ,Commerce,18,18,6,2110000,104,2,2000000.0, COMMERCE , Informel ,0,1.0, Oui ,200000.0
A284, M ,30.0, Marié ,Tech_reparation,12,16,4,278500,155,1,320000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,0.0
A284, M ,28.0, Célibataire ,Commerce,4,4,0,205000,6,1,1000000.0, COMMERCE , Formel ,0,0.9219478098788444, Oui ,0.0
A251, F ,57.0, Marié ,Commerce,19,20,14,4880000,269,2,2000000.0, COMMERCE , Informel ,1,1.0, Non ,0.0
A284, M ,35.0, Marié ,Tech_reparation,10,10,10,457500,84,1,390000.0, COMMERCE , Informel ,0,1.0, Oui ,50000.0
A345, F ,39.0, Marié ,Commerce,18,19,3,663000,257,2,950000.0, COMMERCE , Informel ,1,1.0, Oui ,100000.0
