Agence de rattachement,Sexe ,Age,Situation Matrimoniale,Occupation/profession,Nombres de mois de cotisation,Nombres de plans cotisés,Nombre de plans cotisés à terme,Montant de l'épargne cotisé,Nombre de transactions enregistrées,Nombre de crédits demandés,Montant de crédits demandés,Secteur d'activité économique du crédit demandé,Sous Secteur d'activité économique du crédit demandé,Nombres de crédit octroyés,Cotisation au RPC,Cautionnement signé,Revenus du Garant
A335, F ,38.0, Marié ,Commerce,34,36,10,962200,451,3,800000.0, COMMERCE , Formel ,3,1.0, Non ,45000.0
A300, F ,25.0, Marié ,Commerce,34,34,24,1718000,453,3,1500000.0, COMMERCE , Informel ,3,1.0, Non ,45000.0
A320, F ,29.0, Marié ,Restauration,34,37,30,2299000,448,3,1450000.0, COMMERCE , Informel ,3,1.0, Non ,45000.0
A314, F ,43.0, Marié ,Autres,21,22,11,259500,199,3,340000.0, COMMERCE , Informel ,2,1.0, Non ,45000.0
A351, F ,29.0, Marié ,Commerce,16,16,5,315000,186,1,250000.0, COMMERCE , Informel ,1,1.0, Oui ,60000.0
A320, F ,44.0, Marié ,Commerce,16,16,9,222500,189,1,150000.0, COMMERCE , Formel ,0,1.0, Oui ,35000.0
A362, F ,45.0, Marié ,Couture,34,38,37,1028000,527,3,780000.0, COMMERCE , Informel ,1,1.0, Non ,35000.0
A303, M ,24.0, Célibataire ,Commerce,32,32,19,939000,319,2,750000.0, COMMERCE , Informel ,1,1.0, Non ,100000.0
A344, F ,41.0, Marié ,Commerce,27,29,2,181500,194,1,150000.0, COMMERCE , Informel ,0,1.0, Oui ,40000.0
A234, M ,27.0, Marié ,Commerce,31,36,22,3080000,246,2,1000000.0, COMMERCE , Informel ,0,1.0, Oui ,250000.0
A267, F ,58.0, Marié ,Commerce,34,35,34,1396000,530,3,960000.0, COMMERCE , Informel ,1,1.0, Non ,250000.0
A352, F ,30.0, Marié ,Commerce,32,32,20,1589000,246,3,1500000.0, COMMERCE , Formel ,2,1.0, Non ,250000.0
A260, M ,29.0, Célibataire ,Commerce,20,21,20,355500,42,2,136000.0, COMMERCE , Informel ,2,1.0, Non ,250000.0
A324, M ,43.0, Marié ,Commerce,31,31,27,2258000,167,3,2200000.0, COMMERCE , Formel ,1,1.0, Non ,250000.0
A344, F ,37.0, Marié ,Commerce,23,24,4,822000,309,1,200000.0, COMMERCE , Informel ,1,1.0, Oui ,130000.0
A344, F ,46.0, Marié ,Commerce,26,26,23,1458000,107,2,800000.0, COMMERCE , Informel ,2,1.0, Non ,130000.0
A344, F ,61.0, Marié ,Commerce,34,35,32,2182500,565,5,2200000.0, COMMERCE , Informel ,4,1.0, Non ,130000.0
A344, F ,34.0, Marié ,Commerce,29,31,19,1468000,252,2,800000.0, COMMERCE , Informel ,0,1.0, Non ,130000.0
A344, F ,34.0, Marié ,Commerce,25,25,23,2220000,77,3,2100000.0, COMMERCE , Informel ,3,1.0, Non ,130000.0
A244, M ,28.0, Marié ,Commerce,23,23,23,2245500,132,5,3416000.0, COMMERCE , Informel ,4,0.9219478098788444, Oui ,30000.0
A320, F ,29.0, Marié ,Commerce,34,34,28,3108500,580,3,2050000.0, COMMERCE , Informel ,3,1.0, Non ,30000.0
A320, M ,30.0, Célibataire ,Commerce,34,36,28,2165000,595,1,400000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A230, M ,39.0, Marié ,Commerce,28,29,12,926500,246,3,1100000.0, COMMERCE , Informel ,3,1.0, Non ,150000.0
A332, M ,30.0, Divorcé ,Commerce,34,35,31,2597000,472,3,2200000.0, COMMERCE , Formel ,1,1.0, Non ,12500.0
A238, F ,53.0, Marié ,Commerce,32,34,32,514100,526,2,350000.0, COMMERCE , Informel ,2,0.0, Non ,50000.0
A315, M ,37.0, Marié ,Commerce,34,34,19,7430000,463,5,5000000.0, COMMERCE , Formel ,3,1.0, Non ,50000.0
A315, M ,37.0, Marié ,Commerce,33,34,24,1397500,53,3,1600000.0, COMMERCE , Formel ,2,1.0, Non ,50000.0
A344, F ,55.0, Marié ,Commerce,32,35,33,1379500,35,3,950000.0, COMMERCE , Informel ,3,1.0, Non ,50000.0
A324, F ,28.0, Marié ,Commerce,19,21,16,560000,59,2,540000.0, COMMERCE , Informel ,0,1.0, Non ,50000.0
A345, M ,33.0, Marié ,Tech_reparation,35,53,31,1160500,746,2,550000.0, COMMERCE , Informel ,2,1.0, Non ,105000.0
A301, M ,44.0, Marié ,Commerce,33,37,21,2015500,431,3,1044000.0, COMMERCE , Formel ,1,1.0, Oui ,150000.0
A314, F ,49.0, Marié ,Commerce,31,33,12,504500,237,2,320000.0, COMMERCE , Informel ,2,1.0, Non ,150000.0
A301, M ,26.0, Marié ,Commerce,35,38,25,591600,527,2,218000.0, COMMERCE , Formel ,2,1.0, Oui ,150000.0
A362, F ,58.0, Veuf ,Commerce,34,34,13,1354000,189,3,1500000.0, COMMERCE , Formel ,0,1.0, Non ,150000.0
A351, F ,38.0, Marié ,Commerce,35,39,24,1837000,200,3,1440000.0, COMMERCE , Informel ,3,1.0, Non ,150000.0
A267, M ,44.0, Célibataire ,Commerce,31,32,28,3236000,308,4,3200000.0, COMMERCE , Informel ,0,1.0, Non ,150000.0
A339, F ,24.0, Célibataire ,Commerce,35,35,33,524500,571,4,610000.0, COMMERCE , Informel ,4,1.0, Non ,150000.0
A270, F ,25.0, Marié ,Commerce,29,34,25,1562400,246,1,700000.0, COMMERCE , Informel ,0,0.9219478098788444, Non ,150000.0
A234, F ,29.0, Marié ,Commerce,12,19,11,260000,70,1,200000.0, COMMERCE , Informel ,1,1.0, Oui ,0.0
A340, M ,27.0, Marié ,Commerce,25,28,16,2169500,263,3,2260000.0, COMMERCE , Informel ,3,1.0, Oui ,130000.0
A325, M ,22.0, Célibataire ,Autres,35,41,10,1974000,346,1,500000.0, COMMERCE , Formel ,0,1.0, Oui ,1500000.0
A315, F ,53.0, Marié ,Commerce,35,36,26,624500,414,3,550000.0, COMMERCE , Formel ,2,1.0, Non ,1500000.0
A335, F ,29.0, Marié ,Commerce,29,30,5,389500,210,2,250000.0, COMMERCE , Formel ,2,1.0, Non ,1500000.0
A350, F ,37.0, Marié ,Restauration,33,33,6,826000,376,3,850000.0, COMMERCE , Informel ,2,1.0, Non ,1500000.0
A345, F ,44.0, Marié ,Commerce,30,30,0,1345000,206,3,1400000.0, COMMERCE , Formel ,2,1.0, Non ,1500000.0
A304, M ,30.0, Célibataire ,Commerce,26,27,25,1780000,39,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,200000.0
A344, F ,43.0, Marié ,Commerce,24,25,13,1104000,116,2,800000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A230, M ,30.0, Marié ,Tech_reparation,26,30,11,1198000,144,1,250000.0, COMMERCE , Informel ,1,1.0, Oui ,200000.0
A351, M ,35.0, Marié ,Restauration,35,44,39,6465000,369,3,1500000.0, COMMERCE , Formel ,3,1.0, Non ,200000.0
A244, F ,47.0, Marié ,Commerce,34,35,26,912000,287,2,360000.0, COMMERCE , Informel ,2,0.9219478098788444, Oui ,80000.0
A270, F ,34.0, Célibataire ,Commerce,32,33,9,1038000,175,2,900000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,80000.0
A241, F ,39.0, Marié ,Commerce,28,28,11,1713500,210,3,1120000.0, COMMERCE , Informel ,3,1.0, Non ,80000.0
A301, M ,24.0, Célibataire ,Téléphonie_mobile,35,54,32,1721300,648,3,1068000.0, COMMERCE , Formel ,2,0.0, Non ,80000.0
A317, M ,30.0, Marié ,Commerce,34,51,41,1175000,685,2,750000.0, COMMERCE , Formel ,0,1.0, Oui ,80000.0
A354, F ,33.0, Marié ,Commerce,33,33,31,1976000,436,4,2000000.0, COMMERCE , Formel ,4,1.0, Non ,80000.0
A344, F ,53.0, Marié ,Commerce,35,36,8,1300000,349,3,1300000.0, COMMERCE , Informel ,3,1.0, Non ,80000.0
A313, M ,28.0, Marié ,Tech_reparation,35,43,12,1067000,521,2,800000.0, COMMERCE , Formel ,0,1.0, Oui ,80000.0
A301, M ,37.0, Marié ,Commerce,28,29,22,2064000,224,4,2100000.0, COMMERCE , Informel ,1,0.0, Non ,80000.0
A344, F ,51.0, Marié ,Commerce,35,35,33,2046000,478,2,1000000.0, COMMERCE , Informel ,0,1.0, Non ,80000.0
A282, M ,26.0, Marié ,Commerce,35,43,30,7595000,480,2,1500000.0, COMMERCE , Informel ,1,1.0, Non ,60000.0
A300, F ,39.0, Marié ,Commerce,34,34,31,1378000,338,2,700000.0, COMMERCE , Informel ,2,1.0, Oui ,150000.0
A238, F ,36.0, Marié ,Commerce,17,17,2,276000,137,2,450000.0, COMMERCE , Informel ,1,1.0, Non ,150000.0
A263, M ,46.0, Marié ,Commerce,35,61,35,20040000,958,2,2000000.0, COMMERCE , Formel ,1,1.0, Non ,200000.0
A260, M ,33.0, Célibataire ,Commerce,34,43,41,2040500,240,4,1773000.0, COMMERCE , Formel ,4,1.0, Non ,200000.0
A304, M ,57.0, Marié ,Commerce,35,36,33,7482000,601,1,1000000.0, COMMERCE , Formel ,1,1.0, Oui ,400000.0
A321, F ,39.0, Marié ,Commerce,35,50,8,739200,766,3,560000.0, COMMERCE , Informel ,3,1.0, Non ,400000.0
A321, F ,45.0, Marié ,Commerce,30,30,26,539200,425,2,330000.0, COMMERCE , Informel ,2,1.0, Non ,400000.0
A314, M ,33.0, Marié ,Commerce,34,35,7,411000,408,2,240000.0, COMMERCE , Informel ,2,1.0, Non ,400000.0
A269, M ,40.0, Marié ,Tech_reparation,35,39,21,3168000,421,4,2150000.0, COMMERCE , Formel ,2,1.0, Non ,400000.0
A349, F ,33.0, Marié ,Commerce,35,37,27,1391000,480,3,1100000.0, COMMERCE , Informel ,3,1.0, Non ,400000.0
A344, M ,29.0, Marié ,Commerce,33,34,24,1800000,151,2,700000.0, COMMERCE , Informel ,0,1.0, Non ,400000.0
A267, F ,46.0, Marié ,Commerce,28,28,7,567000,211,2,400000.0, COMMERCE , Informel ,1,1.0, Non ,120000.0
A304, M ,34.0, Marié ,Commerce,33,33,30,3217000,244,2,2000000.0, COMMERCE , Formel ,2,0.9219478098788444, Oui ,200000.0
A257, F ,62.0, Marié ,Commerce,35,36,33,3413500,306,1,1000000.0, COMMERCE , Informel ,1,1.0, Oui ,400000.0
A244, F ,29.0, Marié ,Commerce,22,23,14,488000,160,2,345000.0, COMMERCE , Informel ,1,1.0, Non ,400000.0
A338, F ,48.0, Célibataire ,Commerce,21,24,20,2592000,42,3,3000000.0, COMMERCE , Informel ,2,1.0, Non ,400000.0
A304, M ,29.0, Célibataire ,Couture,35,41,34,4136000,419,4,2636000.0, COMMERCE , Formel ,0,1.0, Non ,400000.0
A344, F ,43.0, Divorcé ,Commerce,35,39,35,704900,445,3,480000.0, COMMERCE , Informel ,3,1.0, Non ,400000.0
A315, M ,43.0, Marié ,Artisan,32,35,22,2179500,276,2,1300000.0, COMMERCE , Formel ,2,1.0, Non ,700000.0
A238, F ,52.0, Marié ,Commerce,35,36,31,1005800,461,3,800000.0, COMMERCE , Formel ,2,1.0, Oui ,100000.0
A251, F ,41.0, Marié ,Commerce,25,34,27,926500,426,1,523000.0, COMMERCE , Informel ,1,1.0, Non ,100000.0
A301, F ,29.0, Marié ,Commerce,34,34,29,959000,368,3,408000.0, COMMERCE , Formel ,2,1.0, Non ,100000.0
A267, M ,34.0, Marié ,Commerce,35,36,34,2156000,217,3,1400000.0, COMMERCE , Informel ,2,1.0, Non ,100000.0
A238, F ,33.0, Marié ,Commerce,35,41,36,1496700,604,3,1100000.0, COMMERCE , Informel ,3,0.0, Non ,100000.0
A305, M ,31.0, Marié ,Artisan,33,34,28,1100000,264,2,544000.0, COMMERCE , Informel ,1,0.0, Non ,100000.0
A335, M ,42.0, Marié ,Commerce,32,32,11,668000,249,2,350000.0, COMMERCE , Formel ,2,1.0, Non ,100000.0
A344, M ,34.0, Marié ,Tech_reparation,35,39,26,1257000,360,2,400000.0, COMMERCE , Informel ,2,1.0, Non ,100000.0
A270, M ,27.0, Marié ,Commerce,27,27,8,1556000,242,3,1300000.0, COMMERCE , Informel ,1,1.0, Non ,100000.0
A300, M ,39.0, Marié ,Commerce,23,23,21,1314000,363,2,1000000.0, COMMERCE , Informel ,2,1.0, Non ,100000.0
A338, M ,49.0, Célibataire ,Commerce,33,63,25,700400,710,1,300000.0, COMMERCE , Informel ,1,1.0, Oui ,130000.0
A297, F ,51.0, Inconnue ,Commerce,27,27,19,1163000,323,2,550000.0, COMMERCE , Informel ,0,1.0, Oui ,300000.0
A234, F ,37.0, Marié ,Commerce,35,36,17,1618700,465,2,1400000.0, COMMERCE , Formel ,2,1.0, Non ,300000.0
A297, F ,31.0, Inconnue ,Commerce,35,35,35,2015000,404,1,500000.0, COMMERCE , Formel ,0,1.0, Oui ,650000.0
A251, M ,34.0, Célibataire ,Tech_reparation,33,33,30,1953000,181,1,490000.0, COMMERCE , Informel ,1,1.0, Non ,650000.0
A260, M ,30.0, Marié ,Commerce,18,18,4,605500,71,1,400000.0, COMMERCE , Informel ,1,1.0, Oui ,50000.0
A328, M ,55.0, Marié ,Commerce,22,22,13,606000,214,2,640000.0, COMMERCE , Formel ,1,1.0, Oui ,200000.0
A257, M ,31.0, Marié ,Commerce,18,18,12,516000,83,2,520000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A362, F ,43.0, Marié ,Commerce,33,38,20,4215000,421,1,1000000.0, COMMERCE , Informel ,0,1.0, Oui ,0.0
A338, M ,41.0, Marié ,Administration,31,32,27,1796000,49,3,1450000.0, COMMERCE , Informel ,2,1.0, Non ,0.0
A230, M ,32.0, Marié ,Commerce,34,37,23,1579000,120,1,450000.0, COMMERCE , Informel ,0,1.0, Non ,0.0
A270, M ,27.0, Célibataire ,Commerce,35,35,34,3711000,142,2,1000000.0, COMMERCE , Formel ,2,1.0, Non ,0.0
A300, F ,28.0, Marié ,Commerce,17,17,13,944000,88,2,800000.0, COMMERCE , Informel ,1,1.0, Non ,0.0
A351, M ,41.0, Marié ,Restauration,34,36,15,1722500,372,2,900000.0, COMMERCE , Informel ,2,1.0, Non ,0.0
A350, M ,36.0, Marié ,Commerce,17,18,9,204000,47,2,250000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,0.0
A315, M ,42.0, Marié ,Commerce,34,35,28,1915000,310,3,1600000.0, COMMERCE , Formel ,3,1.0, Non ,0.0
A332, M ,47.0, Marié ,Commerce,35,36,34,4218000,264,1,1000000.0, COMMERCE , Formel ,1,1.0, Oui ,200000.0
A344, F ,34.0, Célibataire ,Commerce,35,36,35,1932500,475,4,1450000.0, COMMERCE , Informel ,4,1.0, Non ,50000.0
A351, F ,36.0, Célibataire ,Commerce,33,35,14,783500,356,1,200000.0, COMMERCE , Informel ,1,1.0, Oui ,89000.0
A315, M ,40.0, Marié ,Commerce,35,37,37,1427000,553,1,300000.0, COMMERCE , Formel ,1,1.0, Oui ,95000.0
A301, F ,53.0, Marié ,Commerce,28,29,18,3495000,93,2,2000000.0, COMMERCE , Formel ,1,0.0, Oui ,350000.0
A350, F ,55.0, Marié ,Commerce,35,36,35,1317500,293,3,1100000.0, COMMERCE , Informel ,3,0.0, Non ,350000.0
A350, F ,51.0, Marié ,Commerce,35,36,34,1149500,357,3,1100000.0, COMMERCE , Informel ,3,0.0, Non ,350000.0
A267, F ,33.0, Marié ,Commerce,35,39,19,3953000,354,5,3400000.0, COMMERCE , Informel ,2,1.0, Non ,350000.0
A301, F ,26.0, Marié ,Commerce,35,37,33,1057200,318,1,136000.0, COMMERCE , Informel ,1,0.0, Oui ,80000.0
A310, F ,41.0, Marié ,Commerce,33,33,27,834700,483,2,600000.0, COMMERCE , Formel ,2,0.9219478098788444, Non ,80000.0
A313, F ,37.0, Marié ,Commerce,26,27,17,978000,258,2,800000.0, COMMERCE , Informel ,1,1.0, Oui ,180000.0
A344, F ,48.0, Divorcé ,Commerce,35,37,29,1825500,323,3,1400000.0, COMMERCE , Informel ,2,1.0, Non ,180000.0
A284, F ,33.0, Marié ,Commerce,24,24,1,2045000,246,2,1500000.0, COMMERCE , Formel ,1,0.9219478098788444, Non ,180000.0
A260, M ,26.0, Marié ,Commerce,34,34,29,2228000,373,3,2000000.0, COMMERCE , Informel ,3,1.0, Non ,180000.0
A314, F ,73.0, Veuf ,Commerce,33,51,46,1861000,468,2,1000000.0, COMMERCE , Informel ,1,1.0, Non ,180000.0
A335, F ,47.0, Marié ,Restauration,35,35,13,1438000,484,3,1150000.0, COMMERCE , Formel ,3,1.0, Non ,180000.0
A350, M ,46.0, Marié ,Commerce,35,48,17,1185200,812,2,500000.0, COMMERCE , Informel ,2,0.0, Oui ,50000.0
A335, F ,47.0, Marié ,Commerce,35,37,13,1934000,486,4,2000000.0, COMMERCE , Informel ,4,1.0, Non ,50000.0
A320, F ,46.0, Veuf ,Restauration,30,32,28,1793000,452,2,800000.0, COMMERCE , Informel ,2,1.0, Oui ,60000.0
A350, M ,37.0, Marié ,Tech_reparation,16,21,13,703000,56,1,500000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,1000000.0
A303, M ,40.0, Marié ,Commerce,35,65,64,8351000,638,3,3000000.0, COMMERCE , Informel ,1,1.0, Non ,1000000.0
A238, F ,46.0, Veuf ,Commerce,25,36,23,1232000,183,2,700000.0, COMMERCE , Informel ,2,1.0, Non ,1000000.0
A320, M ,20.0, Marié ,Beauté,35,41,29,1200000,581,2,450000.0, COMMERCE , Formel ,2,1.0, Non ,1000000.0
A315, F ,44.0, Marié ,Commerce,30,31,18,365200,32,4,700000.0, COMMERCE , Informel ,2,1.0, Non ,1000000.0
A349, F ,31.0, Inconnue ,Commerce,34,36,32,529000,100,3,480000.0, COMMERCE , Informel ,3,1.0, Non ,1000000.0
A349, F ,38.0, Marié ,Commerce,34,37,35,551900,187,3,480000.0, COMMERCE , Informel ,3,1.0, Non ,1000000.0
A349, F ,51.0, Inconnue ,Commerce,34,37,33,519000,88,3,450000.0, COMMERCE , Informel ,3,1.0, Non ,1000000.0
A267, M ,41.0, Marié ,Commerce,27,28,6,800500,49,2,700000.0, COMMERCE , Informel ,2,1.0, Non ,1000000.0
A280, F ,31.0, Marié ,Commerce,36,37,30,1611500,215,4,1600000.0, COMMERCE , Informel ,2,1.0, Non ,1000000.0
A345, M ,34.0, Marié ,Commerce,35,35,30,1822000,422,3,1500000.0, COMMERCE , Informel ,2,1.0, Non ,1000000.0
A314, F ,37.0, Marié ,Commerce,35,40,24,1819600,335,3,1400000.0, COMMERCE , Informel ,3,1.0, Non ,1000000.0
A351, F ,42.0, Marié ,Administration,28,43,33,1852500,70,4,1850000.0, COMMERCE , Informel ,3,1.0, Non ,1000000.0
A251, M ,28.0, Célibataire ,Tech_reparation,22,24,11,556500,222,1,300000.0, COMMERCE , Informel ,0,1.0, Non ,1000000.0
A269, F ,38.0, Marié ,Commerce,35,38,21,812500,97,4,850000.0, COMMERCE , Informel ,3,1.0, Non ,1000000.0
A340, F ,43.0, Marié ,Commerce,34,36,32,961000,40,3,780000.0, COMMERCE , Informel ,3,1.0, Non ,1000000.0
A344, M ,38.0, Marié ,Commerce,33,34,13,1460000,139,2,800000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,1000000.0
A314, F ,32.0, Marié ,Commerce,36,38,32,1983000,396,2,1000000.0, COMMERCE , Informel ,1,1.0, Oui ,0.0
A238, M ,20.0, Marié ,Commerce,27,27,18,707500,368,2,400000.0, COMMERCE , Informel ,2,0.0, Non ,0.0
A313, M ,31.0, Marié ,Commerce,33,61,31,2414000,98,2,1000000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A324, M ,49.0, Marié ,Commerce,35,39,37,8408000,548,1,100000.0, COMMERCE , Formel ,0,1.0, Oui ,0.0
A284, F ,38.0, Marié ,Commerce,19,30,20,1657500,426,1,500000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,300000.0
A348, F ,38.0, Marié ,Commerce,36,38,31,924500,394,3,800000.0, COMMERCE , Informel ,3,1.0, Non ,300000.0
A267, F ,45.0, Marié ,Commerce,23,23,9,896000,242,2,700000.0, COMMERCE , Informel ,0,1.0, Oui ,50000.0
A267, M ,33.0, Marié ,Restauration,18,18,12,1707000,74,2,1600000.0, COMMERCE , Informel ,0,1.0, Non ,50000.0
A260, M ,42.0, Marié ,Couture,30,60,54,587400,492,2,223000.0, COMMERCE , Informel ,2,1.0, Non ,50000.0
A308, M ,44.0, Marié ,Commerce,36,37,27,838000,488,2,750000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,50000.0
A267, F ,31.0, Marié ,Autres,36,38,26,1105500,142,3,800000.0, COMMERCE , Informel ,1,1.0, Non ,50000.0
A350, F ,26.0, Marié ,Restauration,34,37,18,1364500,443,1,300000.0, COMMERCE , Informel ,1,0.9219478098788444, Oui ,1000000.0
A303, M ,33.0, Marié ,Commerce,29,31,20,1438500,137,2,1000000.0, COMMERCE , Informel ,1,1.0, Non ,1000000.0
A301, F ,34.0, Marié ,Commerce,16,17,8,293600,134,1,136000.0, COMMERCE , Formel ,1,1.0, Oui ,170000.0
A234, M ,32.0, Célibataire ,Commerce,35,40,36,2080500,413,3,1500000.0, COMMERCE , Formel ,2,1.0, Non ,170000.0
A263, F ,47.0, Marié ,Commerce,36,37,28,1738000,428,3,1000000.0, COMMERCE , Formel ,1,1.0, Non ,170000.0
A303, F ,29.0, Marié ,Commerce,31,34,31,1655500,241,2,772000.0, COMMERCE , Informel ,1,1.0, Non ,170000.0
A349, M ,52.0, Marié ,Administration,36,36,33,3141000,334,3,2000000.0, COMMERCE , Formel ,3,1.0, Non ,170000.0
A260, M ,29.0, Marié ,Commerce,9,10,4,285700,43,1,500000.0, COMMERCE , Informel ,0,1.0, Non ,170000.0
A346, F ,47.0, Marié ,Commerce,36,40,35,567500,319,3,475000.0, COMMERCE , Informel ,2,1.0, Non ,170000.0
A269, M ,29.0, Marié ,Commerce,36,40,21,5383500,554,2,2000000.0, COMMERCE , Informel ,0,0.0, Non ,170000.0
A241, M ,38.0, Marié ,Commerce,21,22,12,394000,182,3,390000.0, COMMERCE , Informel ,3,1.0, Non ,170000.0
A267, F ,43.0, Marié ,Commerce,36,38,3,1144000,525,5,1180000.0, COMMERCE , Informel ,2,1.0, Non ,170000.0
A280, F ,71.0, Veuf ,Commerce,15,15,4,1464000,137,2,1000000.0, COMMERCE , Informel ,1,1.0, Non ,170000.0
A349, F ,39.0, Marié ,Commerce,36,37,34,2087500,562,3,1400000.0, COMMERCE , Informel ,3,1.0, Non ,170000.0
A269, F ,40.0, Marié ,Restauration,27,40,32,1348000,304,1,200000.0, COMMERCE , Formel ,0,1.0, Oui ,120000.0
A260, F ,32.0, Marié ,Commerce,36,36,28,3210000,426,4,2725000.0, COMMERCE , Formel ,4,1.0, Non ,120000.0
A349, M ,33.0, Marié ,Commerce,36,47,45,4908000,594,2,1000000.0, COMMERCE , Formel ,2,1.0, Non ,120000.0
A351, M ,42.0, Marié ,Commerce,31,32,26,1764000,438,3,1500000.0, COMMERCE , Informel ,3,1.0, Non ,120000.0
A315, M ,28.0, Marié ,Commerce,36,37,37,1220500,579,1,300000.0, COMMERCE , Formel ,0,1.0, Oui ,45000.0
A321, M ,31.0, Marié ,Commerce,36,48,41,612900,536,3,390000.0, COMMERCE , Informel ,3,1.0, Non ,45000.0
A344, F ,44.0, Marié ,Commerce,35,37,17,825000,462,3,625000.0, COMMERCE , Informel ,2,1.0, Non ,45000.0
A247, F ,33.0, Marié ,Commerce,36,41,12,689500,335,2,336000.0, COMMERCE , Informel ,0,1.0, Non ,45000.0
A350, M ,33.0, Marié ,Commerce,27,29,4,580000,276,3,1100000.0, COMMERCE , Informel ,2,0.9219478098788444, Oui ,100000.0
A332, F ,64.0, Veuf ,Commerce,32,32,28,450100,543,1,150000.0, COMMERCE , Formel ,1,1.0, Oui ,40000.0
A350, F ,42.0, Marié ,Commerce,35,35,32,1878000,545,5,1550000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,40000.0
A315, M ,41.0, Marié ,Commerce,36,36,35,5402000,657,3,3000000.0, COMMERCE , Formel ,3,1.0, Non ,40000.0
A349, F ,40.0, Inconnue ,Commerce,36,38,34,2963500,582,3,2000000.0, COMMERCE , Informel ,3,1.0, Non ,40000.0
A260, M ,39.0, Marié ,Restauration,24,28,15,1475000,211,2,1273000.0, COMMERCE , Informel ,2,1.0, Non ,40000.0
A344, F ,30.0, Marié ,Commerce,35,35,34,1281000,153,6,1750000.0, COMMERCE , Informel ,4,1.0, Non ,40000.0
A344, F ,52.0, Marié ,Commerce,34,35,15,378000,348,2,250000.0, COMMERCE , Informel ,1,1.0, Non ,40000.0
A344, F ,55.0, Marié ,Commerce,33,36,25,454400,313,1,125000.0, COMMERCE , Informel ,1,1.0, Oui ,50000.0
A234, M ,32.0, Marié ,Commerce,36,37,15,7171000,522,5,2500000.0, COMMERCE , Informel ,5,1.0, Non ,50000.0
A348, F ,24.0, Marié ,Commerce,19,20,16,1046000,82,2,1000000.0, COMMERCE , Formel ,2,1.0, Non ,50000.0
A335, F ,38.0, Marié ,Commerce,34,43,5,659200,332,3,650000.0, COMMERCE , Formel ,3,1.0, Non ,150000.0
A238, F ,56.0, Marié ,Commerce,34,35,15,341800,494,1,75000.0, COMMERCE , Informel ,1,0.0, Oui ,223000.0
A244, F ,27.0, Marié ,Commerce,28,29,15,1126000,185,3,1090000.0, COMMERCE , Informel ,3,0.9219478098788444, Oui ,15000.0
A297, M ,60.0, Inconnue ,Commerce,36,97,96,3096000,736,1,500000.0, COMMERCE , Informel ,0,1.0, Oui ,90000.0
A350, M ,42.0, Marié ,Commerce,36,65,47,3374000,333,5,2500000.0, COMMERCE , Informel ,4,0.0, Non ,90000.0
A313, M ,28.0, Marié ,Commerce,36,36,30,1606700,516,2,800000.0, COMMERCE , Formel ,1,1.0, Non ,90000.0
A349, F ,28.0, Marié ,Commerce,36,39,15,469000,511,3,500000.0, COMMERCE , Informel ,3,1.0, Non ,90000.0
A344, F ,51.0, Marié ,Commerce,25,26,22,692000,198,2,500000.0, COMMERCE , Informel ,1,1.0, Non ,90000.0
A351, M ,41.0, Marié ,Restauration,36,40,35,1546800,493,5,1694000.0, COMMERCE , Informel ,4,1.0, Non ,90000.0
A344, F ,41.0, Marié ,Commerce,36,70,39,1700000,519,3,1150000.0, COMMERCE , Informel ,2,1.0, Non ,90000.0
A328, M ,49.0, Célibataire ,Commerce,34,34,16,2662000,120,3,1315000.0, COMMERCE , Informel ,2,1.0, Non ,90000.0
A317, F ,50.0, Marié ,Commerce,31,31,26,1272000,134,1,500000.0, COMMERCE , Formel ,1,1.0, Oui ,280000.0
A251, F ,50.0, Marié ,Commerce,31,31,25,722700,313,4,598000.0, COMMERCE , Formel ,3,1.0, Non ,280000.0
A251, F ,30.0, Marié ,Commerce,36,38,33,1118500,326,4,1044000.0, COMMERCE , Informel ,3,1.0, Non ,280000.0
A319, F ,33.0, Marié ,Commerce,31,43,36,1102900,561,1,200000.0, COMMERCE , Formel ,0,1.0, Oui ,40000.0
A317, M ,28.0, Marié ,Commerce,16,17,14,924200,249,1,500000.0, COMMERCE , Formel ,1,1.0, Oui ,2500000.0
A317, M ,21.0, Marié ,Commerce,25,25,18,860000,348,1,500000.0, COMMERCE , Formel ,1,1.0, Oui ,300000.0
A321, F ,42.0, Veuf ,Commerce,36,36,13,782000,502,3,680000.0, COMMERCE , Informel ,3,1.0, Non ,300000.0
A284, M ,48.0, Marié ,Restauration,36,37,2,1674000,469,3,1400000.0, COMMERCE , Informel ,1,0.0, Non ,300000.0
A314, M ,63.0, Marié ,Autres,36,36,10,3653000,416,2,1600000.0, COMMERCE , Formel ,1,1.0, Non ,300000.0
